model_name,split,threshold,precision,recall,f1,specificity,approval_rate,true_negative,false_positive,false_negative,true_positive,default_loss_exposure,rejected_good_ead,opportunity_cost_rate_assumption,total_cost_proxy
Logistic Regression,test,0.5,0.1737336694934678,0.8763005780346821,0.2899770466717674,0.6469839404622013,0.6061207908278414,6607,3605,107,758,165970389.633126,11896801926.41,0.02,403906428.161326
Logistic Regression,test,0.51,0.1791080372048652,0.8682080924855491,0.2969553183076315,0.6629455542499021,0.6214679064728716,6770,3442,114,751,174962661.38576502,11358625788.29,0.02,402135177.151565
Logistic Regression,test,0.52,0.186503984063745,0.8658959537572254,0.3069043228846548,0.6800822561692127,0.6374469621738739,6945,3267,116,749,178582596.214441,10891297704.19,0.02,396408550.298241
Logistic Regression,test,0.53,0.1916990920881971,0.8543352601156069,0.3131355932203389,0.6948687818253035,0.6519815834612259,7096,3116,126,739,196341709.701371,10498399869.06,0.02,406309707.082571
Logistic Regression,test,0.54,0.1974573978901812,0.8439306358381503,0.3200350723366944,0.7094594594594594,0.6662453732960187,7245,2967,135,730,223019832.838179,9887806642.330002,0.02,420775965.6847791
Logistic Regression,test,0.55,0.2041103603603603,0.838150289017341,0.3282771111614218,0.723168820994908,0.6793355601697211,7385,2827,140,725,237510202.222386,9466169302.5,0.02,426833588.272386
Logistic Regression,test,0.56,0.2096350364963503,0.8300578034682081,0.3347319347319347,0.7349197023110067,0.6908007583280671,7505,2707,147,718,249018812.67029703,9101447473.53,0.02,431047762.140897
Logistic Regression,test,0.57,0.2161498311329444,0.8138728323699422,0.341581756428918,0.75,0.7059673196713911,7659,2553,161,704,262761282.544856,8658106925.19,0.02,435923421.048656
Logistic Regression,test,0.58,0.2246006389776357,0.8127167630057803,0.3519399249061327,0.7623384253819037,0.7174325178297373,7785,2427,162,703,265286417.245857,8173784506.66,0.02,428762107.379057
Logistic Regression,test,0.59,0.230692076228686,0.7976878612716763,0.3578838174273859,0.7746768507638073,0.7299810417983208,7911,2301,175,690,297546315.18795604,7536053498.25,0.02,448267385.152956
Logistic Regression,test,0.6,0.2379130434782608,0.7907514450867053,0.3657754010695187,0.7854484919702311,0.7404531912972827,8021,2191,181,684,303674852.72176695,7240757724.55,0.02,448490007.21276695
Logistic Regression,test,0.61,0.2458120903131828,0.7803468208092486,0.3738576571586818,0.7971993732863298,0.752098943757335,8141,2071,190,675,315808869.049618,6815580013.32,0.02,452120469.316018
Logistic Regression,test,0.62,0.2549618320610687,0.7722543352601156,0.3833572453371592,0.808852330591461,0.763473864764828,8260,1952,197,668,325948583.571218,6510499385.24,0.02,456158571.276018
Logistic Regression,test,0.63,0.2614223281684545,0.7606936416184971,0.3891188645771732,0.8179592636114376,0.7727724113026992,8353,1859,207,658,335332620.15729606,6261923696.700001,0.02,460571094.0912961
Logistic Regression,test,0.64,0.2688620258441017,0.7456647398843931,0.3952205882352941,0.8282412847630239,0.7834251151033673,8458,1754,220,645,341787766.94699395,5950503340.26,0.02,460797833.7521939
Logistic Regression,test,0.65,0.2763557483731019,0.7364161849710983,0.4018927444794952,0.836662749706228,0.7919111672835606,8544,1668,228,637,346346943.431226,5436259841.35,0.02,455072140.2582261
Logistic Regression,test,0.66,0.2820280669986419,0.7202312138728324,0.4053350683148991,0.844692518605562,0.80057777376546,8626,1586,242,623,362531936.644766,5008603640.45,0.02,462704009.453766
Logistic Regression,test,0.67,0.2908404154863078,0.7121387283236994,0.4130070398927254,0.8529181355268312,0.8087929944930938,8710,1502,249,616,382528164.678973,4843360547.889999,0.02,479395375.636773
Logistic Regression,test,0.68,0.2996566944580677,0.7063583815028902,0.4207988980716253,0.8601645123384254,0.8159248894104902,8784,1428,254,611,389276712.968253,4587999676.75,0.02,481036706.503253
Logistic Regression,test,0.69,0.3066666666666666,0.6913294797687861,0.424866785079929,0.8676067371719546,0.8239595558364178,8860,1352,267,598,421273023.391782,4370736107.300001,0.02,508687745.537782
Logistic Regression,test,0.7,0.3142239048134126,0.6716763005780347,0.4281503316138541,0.8758323540932237,0.8330775480725828,8944,1268,284,581,444697823.199578,4114929520.75,0.02,526996413.614578
Logistic Regression,test,0.71,0.3236467236467236,0.6566473988439306,0.433587786259542,0.8837641989815903,0.841563600252776,9025,1187,297,568,494765016.40013695,3814060261.93,0.02,571046221.638737
Logistic Regression,test,0.72,0.3323226197695573,0.6335260115606937,0.4359586316626889,0.8921856639247944,0.8511329782432067,9111,1101,317,548,522065098.754123,3471369824.87,0.02,591492495.251523
Logistic Regression,test,0.73,0.3463035019455253,0.6173410404624278,0.4437058579144163,0.9012925969447708,0.8607926333844904,9204,1008,331,534,540809317.036791,3221254488.9700003,0.02,605234406.816191
Logistic Regression,test,0.74,0.3606896551724138,0.6046242774566474,0.4518358531317494,0.9092244418331374,0.8690981312629773,9285,927,342,523,557401698.1940279,2983528645.8100004,0.02,617072271.110228
Logistic Regression,test,0.75,0.3743589743589743,0.5907514450867052,0.4582959641255605,0.916372894633764,0.8767716890854924,9358,854,354,511,572877277.7739301,2757298686.8500004,0.02,628023251.5109301
Logistic Regression,test,0.76,0.3821456538762725,0.5641618497109827,0.4556489262371615,0.922737955346651,0.884716078360567,9423,789,377,488,601920759.5796001,2545448270.41,0.02,652829724.9878001
Logistic Regression,test,0.77,0.395850622406639,0.5514450867052023,0.4608695652173913,0.9287113200156678,0.8912160332219915,9484,728,388,477,608671593.613835,2289453788.8,0.02,654460669.389835
Logistic Regression,test,0.78,0.4049295774647887,0.5317919075144508,0.4597701149425287,0.9338033685859772,0.8974451566308568,9536,676,405,460,631177763.531065,1989353674.14,0.02,670964837.013865
Logistic Regression,test,0.79,0.416119962511715,0.5132947976878612,0.4596273291925465,0.9389933411672542,0.903674280039722,9589,623,421,444,650097881.843161,1824361781.33,0.02,686585117.469761
Logistic Regression,test,0.8,0.4308779011099899,0.4936416184971098,0.4601293103448275,0.944770857814336,0.910535343504559,9648,564,438,427,690197952.603612,1622485700.61,0.02,722647666.615812
Logistic Regression,test,0.81,0.4429824561403508,0.4670520231213872,0.4546989307822172,0.9502546024285154,0.9176672384219554,9704,508,461,404,714401900.305083,1473849533.0900002,0.02,743878890.9668831
Logistic Regression,test,0.82,0.450354609929078,0.4404624277456647,0.445353594389246,0.9544653349001176,0.9236255303782612,9747,465,484,381,759866637.4176431,1341911017.7999997,0.02,786704857.773643
Logistic Regression,test,0.83,0.4574332909783989,0.4161849710982659,0.4358353510895884,0.958186447316882,0.9289518822785952,9785,427,505,360,772142177.5463691,1233888540.0200002,0.02,796819948.3467691
Logistic Regression,test,0.84,0.463245492371706,0.3861271676300578,0.4211853720050441,0.9621034077555816,0.9349101742349012,9825,387,531,334,804895405.991907,1093420793.88,0.02,826763821.869507
Logistic Regression,test,0.85,0.4750378214826021,0.3630057803468208,0.4115334207077326,0.9660203681942812,0.9403268032860884,9865,347,551,314,820080134.061432,1002502983.97,0.02,840130193.740832
Logistic Regression,test,0.86,0.4845024469820554,0.3433526011560693,0.401894451962111,0.9690560125342734,0.944660106527038,9896,316,568,297,831239181.98192,888561274.3999999,0.02,849010407.46992
Logistic Regression,test,0.87,0.5036496350364964,0.3190751445086705,0.3906581740976645,0.9733646690168428,0.9505281213324908,9940,272,589,276,865168872.044376,790139597.81,0.02,880971664.000576
Logistic Regression,test,0.88,0.5,0.2809248554913295,0.3597335307179867,0.9762044653349,0.956125304685384,9969,243,622,243,918211507.282174,708122637.7800001,0.02,932373960.037774
Logistic Regression,test,0.89,0.5130641330166271,0.2497109826589595,0.3359253499222395,0.9799255777516648,0.9619933194908368,10007,205,649,216,964864348.5911392,624168335.6200001,0.02,977347715.303539
Logistic Regression,test,0.9,0.532033426183844,0.2208092485549133,0.3120915032679738,0.9835487661574618,0.9675905028437304,10044,168,674,191,1002793417.2183672,518937742.25,0.02,1013172172.0633672
Logistic Regression,test,0.91,0.527972027972028,0.1745664739884393,0.262380538662033,0.986780258519389,0.974180734856008,10077,135,714,151,1085071615.952836,372812217.06000006,0.02,1092527860.294036
Logistic Regression,test,0.92,0.5876288659793815,0.1317919075144508,0.2152974504249291,0.9921660791226008,0.9824862327344948,10132,80,751,114,1121446871.709391,224432487.51,0.02,1125935521.4595912
Logistic Regression,test,0.93,0.6496350364963503,0.1028901734104046,0.1776447105788423,0.9952996474735604,0.9876320303331226,10164,48,776,89,1142926147.69927,154191655.9,0.02,1146009980.81727
Logistic Regression,test,0.94,0.6701030927835051,0.0751445086705202,0.1351351351351351,0.9968664316490404,0.9912431163672476,10180,32,800,65,1162230423.522289,108963960.38,0.02,1164409702.7298892
Logistic Regression,test,0.95,0.734375,0.0543352601156069,0.1011840688912809,0.9983352918135526,0.9942222623454005,10195,17,818,47,1185523104.167767,50955782.51,0.02,1186542219.817967
Logistic Regression,test,0.96,0.7297297297297297,0.0312138728323699,0.0598669623059867,0.9990207598903252,0.9966597454184346,10202,10,838,27,1215747959.2476811,41407982.83,0.02,1216576118.9042811
Logistic Regression,test,0.97,0.9444444444444444,0.0196531791907514,0.0385050962627406,0.9999020759890324,0.998375011284644,10211,1,848,17,1231071334.8014,343322.59,0.02,1231078201.2532
Logistic Regression,test,0.98,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Logistic Regression,test,0.99,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,validation,0.01,0.0821351545650611,1.0,0.1518020262414881,0.0,0.0,0,5107,0,457,0.0,16973954342.87,0.02,339479086.8574
Calibrated Random Forest,validation,0.02,0.0821351545650611,1.0,0.1518020262414881,0.0,0.0,0,5107,0,457,0.0,16973954342.87,0.02,339479086.8574
Calibrated Random Forest,validation,0.03,0.0821351545650611,1.0,0.1518020262414881,0.0,0.0,0,5107,0,457,0.0,16973954342.87,0.02,339479086.8574
Calibrated Random Forest,validation,0.04,0.0821351545650611,1.0,0.1518020262414881,0.0,0.0,0,5107,0,457,0.0,16973954342.87,0.02,339479086.8574
Calibrated Random Forest,validation,0.05,0.0821351545650611,1.0,0.1518020262414881,0.0,0.0,0,5107,0,457,0.0,16973954342.87,0.02,339479086.8574
Calibrated Random Forest,validation,0.06,0.0821351545650611,1.0,0.1518020262414881,0.0,0.0,0,5107,0,457,0.0,16973954342.87,0.02,339479086.8574
Calibrated Random Forest,validation,0.07,0.0821351545650611,1.0,0.1518020262414881,0.0,0.0,0,5107,0,457,0.0,16973954342.87,0.02,339479086.8574
Calibrated Random Forest,validation,0.08,0.0911097732289785,0.9934354485776804,0.1669117647058823,0.113177990992755,0.1044212796549245,578,4529,3,454,1999821.070529,15101297547.45,0.02,304025772.019529
Calibrated Random Forest,validation,0.09,0.1049788633161108,0.9781181619256016,0.1896076352067868,0.2537693362052085,0.2347232207045291,1296,3811,10,447,19746633.498702,12519155958.16,0.02,270129752.661902
Calibrated Random Forest,validation,0.1,0.1212288956545806,0.9584245076586432,0.2152334152334152,0.3783042882318386,0.3506470165348669,1932,3175,19,438,32775739.891899,10518914925.9,0.02,243154038.409899
Calibrated Random Forest,validation,0.11,0.1420857239284509,0.9212253829321664,0.2461988304093567,0.5022518112394753,0.4674694464414091,2565,2542,36,421,58973345.41072,8383302803.75,0.02,226639401.48572
Calibrated Random Forest,validation,0.12,0.1900866217516843,0.8643326039387309,0.3116370808678501,0.670452320344625,0.6265276779295471,3424,1683,62,395,93433604.32682598,5417148708.889999,0.02,201776578.504626
Calibrated Random Forest,validation,0.13,0.2280487804878049,0.8183807439824945,0.3567000476871722,0.7521049539847269,0.7052480230050324,3841,1266,83,374,134727674.27306598,4226259906.37,0.02,219252872.400466
Calibrated Random Forest,validation,0.14,0.2711993888464477,0.7768052516411379,0.4020385050962627,0.8131975719600548,0.7647375988497483,4153,954,102,355,158313529.26535502,3108675355.7200003,0.02,220487036.37975505
Calibrated Random Forest,validation,0.15,0.3043087971274685,0.7417943107221007,0.4315722469764481,0.8482475034266693,0.7997843278217109,4332,775,118,339,178101415.90980002,2455048765.85,0.02,227202391.2268
Calibrated Random Forest,validation,0.16,0.3270750988142292,0.7242888402625821,0.450646698434309,0.8666536126884669,0.818116462976276,4426,681,126,331,184897301.87048703,2163450472.71,0.02,228166311.32468703
Calibrated Random Forest,validation,0.17,0.3433476394849785,0.700218818380744,0.4607631389488841,0.8801644801253182,0.8324946081955428,4495,612,137,320,236331926.75756,2011615048.87,0.02,276564227.73496
Calibrated Random Forest,validation,0.18,0.3672248803827751,0.6717724288840262,0.4748646558391338,0.8964166829841395,0.8497483824586628,4578,529,150,307,278452129.78725195,1627083680.52,0.02,310993803.397652
Calibrated Random Forest,validation,0.19,0.3925619834710744,0.6236323851203501,0.4818258664412511,0.91364793420795,0.8695183321351545,4666,441,172,285,348916787.007065,1311516682.84,0.02,375147120.663865
Calibrated Random Forest,validation,0.2,0.4174603174603175,0.5754923413566739,0.483900643974241,0.9281378500097904,0.8867721063982746,4740,367,194,263,382497918.5825901,1096515793.76,0.02,404428234.45779
Calibrated Random Forest,validation,0.21,0.4353982300884956,0.5382932166301969,0.4814090019569471,0.9375367143136872,0.8984543493889289,4788,319,211,246,399752670.243574,897062017.76,0.02,417693910.598774
Calibrated Random Forest,validation,0.22,0.448742746615087,0.5076586433260394,0.4763860369609856,0.9441942431956138,0.9070812365204888,4822,285,225,232,457493512.7270299,807276681.7,0.02,473639046.3610299
Calibrated Random Forest,validation,0.23,0.4639830508474576,0.4792122538293216,0.4714747039827772,0.9504601527315448,0.9151689432063264,4854,253,238,219,473523069.310404,722270419.18,0.02,487968477.694004
Calibrated Random Forest,validation,0.24,0.4895591647331787,0.4617067833698031,0.4752252252252252,0.9569218719404738,0.9225377426312006,4887,220,246,211,485902662.61308,666167256.5899999,0.02,499226007.74488
Calibrated Random Forest,validation,0.25,0.4975369458128079,0.4420131291028446,0.4681344148319815,0.9600548267084394,0.9270309130122214,4903,204,255,202,498853514.888967,612907209.8399999,0.02,511111659.085767
Calibrated Random Forest,validation,0.26,0.5105263157894737,0.424507658643326,0.4635603345280765,0.9635794008224008,0.9317038102084833,4921,186,263,194,509299082.750625,541158325.5999999,0.02,520122249.262625
Calibrated Random Forest,validation,0.27,0.519774011299435,0.4026258205689278,0.4537607891491985,0.9667123555903662,0.9363767074047448,4937,170,273,184,527292698.534467,515483481.27,0.02,537602368.1598669
Calibrated Random Forest,validation,0.28,0.5120481927710844,0.3719912472647702,0.4309252217997465,0.9682788329743488,0.9403306973400432,4945,162,287,170,554882616.471199,505851791.8,0.02,564999652.307199
Calibrated Random Forest,validation,0.29,0.5186335403726708,0.3654266958424507,0.4287548138639281,0.9696495006853338,0.9421279654924516,4952,155,290,167,559017770.003875,472103539.04,0.02,568459840.784675
Calibrated Random Forest,validation,0.3,0.5225806451612903,0.3544857768052516,0.4224250325945241,0.9710201683963188,0.9442846872753414,4959,148,295,162,561579537.395192,443314883.61,0.02,570445835.067392
Calibrated Random Forest,validation,0.31,0.5296167247386759,0.3326039387308533,0.4086021505376344,0.9735656941452908,0.9484184040258806,4972,135,305,152,574432747.363647,374682676.8499999,0.02,581926400.9006469
Calibrated Random Forest,validation,0.32,0.5338645418326693,0.2932166301969365,0.3785310734463277,0.977090268259252,0.9548885693745508,4990,117,323,134,601825355.937279,332879578.08000004,0.02,608482947.498879
Calibrated Random Forest,validation,0.33,0.5700934579439252,0.2669584245076586,0.3636363636363636,0.9819855100841982,0.9615384615384616,5015,92,335,122,635398315.795818,233015127.59,0.02,640058618.347618
Calibrated Random Forest,validation,0.34,0.632183908045977,0.2407002188183807,0.3486529318541997,0.9874681809281378,0.9687275341480948,5043,64,347,110,646777286.96532,134534465.81,0.02,649467976.28152
Calibrated Random Forest,validation,0.35,0.6438356164383562,0.2056892778993435,0.3117744610281924,0.989817897004112,0.9737598849748382,5055,52,363,94,694953180.001251,122971609.1,0.02,697412612.183251
Calibrated Random Forest,validation,0.36,0.6764705882352942,0.1509846827133479,0.2468694096601073,0.9935382807910712,0.9816678648454348,5074,33,388,69,734938383.6047801,67921149.14,0.02,736296806.5875801
Calibrated Random Forest,validation,0.37,0.6111111111111112,0.0722100656455142,0.1291585127201565,0.9958879968670452,0.990294751976995,5086,21,424,33,793290341.8377011,50969780.41999999,0.02,794309737.4461011
Calibrated Random Forest,validation,0.38,0.6206896551724138,0.0393873085339168,0.074074074074074,0.9978460935970236,0.9947879223580158,5096,11,439,18,809086115.831063,35011523.09,0.02,809786346.292863
Calibrated Random Forest,validation,0.39,0.6111111111111112,0.024070021881838,0.0463157894736842,0.9986293322890152,0.996764917325665,5100,7,446,11,824847685.0798249,19162852.78,0.02,825230942.135425
Calibrated Random Forest,validation,0.4,0.7272727272727273,0.0175054704595186,0.0341880341880341,0.9994125709810064,0.9980230050323508,5104,3,449,8,840788587.119633,3030936.39,0.02,840849205.847433
Calibrated Random Forest,validation,0.41,0.7142857142857143,0.0109409190371991,0.021551724137931,0.9996083806540044,0.9987419122933142,5105,2,452,5,848371990.066711,1179006.92,0.02,848395570.2051109
Calibrated Random Forest,validation,0.42,0.6,0.0065645514223194,0.0129870129870129,0.9996083806540044,0.9991013659237958,5105,2,454,3,853565822.7881529,1179006.92,0.02,853589402.9265529
Calibrated Random Forest,validation,0.43,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.44,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.45,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.46,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.47,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.48,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.49,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.5,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.51,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.52,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.53,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.54,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.55,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.56,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.57,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.58,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.59,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.6,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.61,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.62,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.63,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.64,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.65,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.66,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.67,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.68,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.69,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.7,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.71,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.72,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.73,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.74,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.75,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.76,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.77,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.78,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.79,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.8,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.81,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.82,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.83,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.84,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.85,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.86,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.87,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.88,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.89,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.9,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.91,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.92,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.93,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.94,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.95,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.96,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.97,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.98,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,validation,0.99,0.0,0.0,0.0,1.0,1.0,5107,0,457,0,855051867.519174,0.0,0.02,855051867.519174
Calibrated Random Forest,test,0.01,0.078089735487948,1.0,0.1448668564729526,0.0,0.0,0,10212,0,865,0.0,33549965490.73,0.02,670999309.8146
Calibrated Random Forest,test,0.02,0.078089735487948,1.0,0.1448668564729526,0.0,0.0,0,10212,0,865,0.0,33549965490.73,0.02,670999309.8146
Calibrated Random Forest,test,0.03,0.078089735487948,1.0,0.1448668564729526,0.0,0.0,0,10212,0,865,0.0,33549965490.73,0.02,670999309.8146
Calibrated Random Forest,test,0.04,0.078089735487948,1.0,0.1448668564729526,0.0,0.0,0,10212,0,865,0.0,33549965490.73,0.02,670999309.8146
Calibrated Random Forest,test,0.05,0.078089735487948,1.0,0.1448668564729526,0.0,0.0,0,10212,0,865,0.0,33549965490.73,0.02,670999309.8146
Calibrated Random Forest,test,0.06,0.078089735487948,1.0,0.1448668564729526,0.0,0.0,0,10212,0,865,0.0,33549965490.73,0.02,670999309.8146
Calibrated Random Forest,test,0.07,0.078089735487948,1.0,0.1448668564729526,0.0,0.0,0,10212,0,865,0.0,33549965490.73,0.02,670999309.8146
Calibrated Random Forest,test,0.08,0.0788848263254113,0.9976878612716764,0.1462092333756882,0.013219741480611,0.0123679696668773,135,10077,2,863,1022401.3535989998,33154869459.1,0.02,664119790.535599
Calibrated Random Forest,test,0.09,0.0809389671361502,0.9965317919075144,0.1497177594442032,0.0415197806502154,0.0385483434142818,424,9788,3,862,1190617.9465569998,32199880108.800003,0.02,645188220.1225572
Calibrated Random Forest,test,0.1,0.0840270296738811,0.991907514450867,0.1549295774647887,0.0841167254210732,0.0781800126388011,859,9353,7,858,2730962.498709,30841245719.31,0.02,619555876.884909
Calibrated Random Forest,test,0.11,0.0878357357668775,0.9791907514450868,0.1612105062809288,0.1386603995299647,0.1294574343233727,1416,8796,18,847,15569220.108206,29147797603.83,0.02,598525172.1848061
Calibrated Random Forest,test,0.12,0.0957178841309823,0.9664739884393064,0.1741848109178039,0.22659616137877,0.211519364448858,2314,7898,29,836,27492419.378749005,26061907084.54,0.02,548730561.069549
Calibrated Random Forest,test,0.13,0.1084527408965426,0.953757225433526,0.1947592067988668,0.335879357618488,0.3132617134603231,3430,6782,40,825,53945314.98556,22409864589.48,0.02,502142606.77516
Calibrated Random Forest,test,0.14,0.1243857493857493,0.9364161849710982,0.21960146400976,0.4416372894633764,0.4121151936444885,4510,5702,55,810,88884688.60057001,18513336488.39,0.02,459151418.36837
Calibrated Random Forest,test,0.15,0.1441556080712597,0.9167630057803468,0.2491360351869305,0.5389737563650607,0.503385393156992,5504,4708,72,793,108529728.533243,15563762632.25,0.02,419804981.178243
